baseRank,baseRegressorText,baseRegressorKey,baseTotalOrder,baseMaxMemoryTap,structuralSupportWaveformCount,structuralSupportFraction,oneToOneSupportWaveformCount,oneToOneSupportFraction,exactCount,correlatedClearCount,correlatedBestCount,redundantSupportCount,noMatchCount,supportWaveformList,oneToOneWaveformList
19,x(n-4)^1 |x(n-5)|^11,"X=4;Xconj=zeros(1,0);Xenv=[5 5 5 5 5 5 5 5 5 5 5]",12,5,6,0.75,6,0.75,2,3,0,0,2,WF02;WF04;WF05;WF06;WF07;WF08,WF02;WF04;WF05;WF06;WF07;WF08
7,x(n)^1 |x(n-1)|^12,"X=0;Xconj=zeros(1,0);Xenv=[1 1 1 1 1 1 1 1 1 1 1 1]",13,1,6,0.75,6,0.75,3,2,0,0,2,WF01;WF02;WF04;WF05;WF07;WF08,WF01;WF02;WF04;WF05;WF07;WF08
91,x(n-2)^2 x*(n)^1 |x(n)|^10,"X=[2 2];Xconj=0;Xenv=[0 0 0 0 0 0 0 0 0 0]",13,2,6,0.75,6,0.75,1,4,0,0,2,WF01;WF02;WF04;WF05;WF07;WF08,WF01;WF02;WF04;WF05;WF07;WF08
173,x(n-3)^1 |x(n-2)|^12,"X=3;Xconj=zeros(1,0);Xenv=[2 2 2 2 2 2 2 2 2 2 2 2]",13,3,6,0.75,6,0.75,2,3,0,0,2,WF01;WF02;WF04;WF05;WF07;WF08,WF01;WF02;WF04;WF05;WF07;WF08
47,x(n-4)^1 |x(n-5)|^12,"X=4;Xconj=zeros(1,0);Xenv=[5 5 5 5 5 5 5 5 5 5 5 5]",13,5,6,0.75,6,0.75,2,3,0,0,2,WF02;WF04;WF05;WF06;WF07;WF08,WF02;WF04;WF05;WF06;WF07;WF08
117,x(n-7)^1 |x(n-6)|^1,"X=7;Xconj=zeros(1,0);Xenv=6",2,7,6,0.75,5,0.625,1,3,0,1,2,WF01;WF04;WF05;WF06;WF07;WF08,WF04;WF05;WF06;WF07;WF08
179,x(n)^1 |x(n-3)|^2,"X=0;Xconj=zeros(1,0);Xenv=[3 3]",3,3,6,0.75,5,0.625,3,1,0,1,2,WF02;WF03;WF05;WF06;WF07;WF08,WF02;WF05;WF06;WF07;WF08
28,x(n-3)^1 |x(n-4)|^2,"X=3;Xconj=zeros(1,0);Xenv=[4 4]",3,4,6,0.75,5,0.625,1,2,1,1,2,WF03;WF04;WF05;WF06;WF07;WF08,WF04;WF05;WF06;WF07;WF08
168,x(n-2)^3 x*(n-1)^2,"X=[2 2 2];Xconj=[1 1];Xenv=zeros(1,0)",5,2,6,0.75,5,0.625,1,1,2,1,2,WF02;WF03;WF04;WF05;WF06;WF08,WF02;WF03;WF04;WF06;WF08
197,x(n)^1 |x(n-1)|^2 |x(n-3)|^2,"X=0;Xconj=zeros(1,0);Xenv=[1 1 3 3]",5,3,6,0.75,5,0.625,1,2,1,1,2,WF03;WF04;WF05;WF06;WF07;WF08,WF03;WF05;WF06;WF07;WF08
268,x(n)^1 |x(n-2)|^2 |x(n-3)|^2,"X=0;Xconj=zeros(1,0);Xenv=[2 2 3 3]",5,3,6,0.75,5,0.625,1,3,0,1,2,WF03;WF04;WF05;WF06;WF07;WF08,WF03;WF05;WF06;WF07;WF08
48,x(n-4)^1 |x(n-3)|^2 |x(n-5)|^2,"X=4;Xconj=zeros(1,0);Xenv=[3 3 5 5]",5,5,6,0.75,5,0.625,1,1,2,1,2,WF02;WF04;WF05;WF06;WF07;WF08,WF02;WF04;WF05;WF06;WF08
120,x(n-1)^1 |x(n-1)|^5,"X=1;Xconj=zeros(1,0);Xenv=[1 1 1 1 1]",6,1,6,0.75,5,0.625,2,1,1,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF05;WF07;WF08
280,x(n)^1 |x(n-1)|^5,"X=0;Xconj=zeros(1,0);Xenv=[1 1 1 1 1]",6,1,6,0.75,5,0.625,1,1,2,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF07;WF08
174,x(n-2)^1 |x(n-2)|^5,"X=2;Xconj=zeros(1,0);Xenv=[2 2 2 2 2]",6,2,6,0.75,5,0.625,0,3,1,1,2,WF02;WF04;WF05;WF06;WF07;WF08,WF02;WF05;WF06;WF07;WF08
246,x(n-1)^1 |x(n-1)|^6,"X=1;Xconj=zeros(1,0);Xenv=[1 1 1 1 1 1]",7,1,6,0.75,5,0.625,2,0,2,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF07;WF08
279,x(n)^1 |x(n-1)|^6,"X=0;Xconj=zeros(1,0);Xenv=[1 1 1 1 1 1]",7,1,6,0.75,5,0.625,1,0,3,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF07;WF08
200,x(n)^1 |x(n)|^4 |x(n-2)|^2,"X=0;Xconj=zeros(1,0);Xenv=[0 0 0 0 2 2]",7,2,6,0.75,5,0.625,0,2,2,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF07;WF08
228,x(n-3)^1 |x(n-2)|^6,"X=3;Xconj=zeros(1,0);Xenv=[2 2 2 2 2 2]",7,3,6,0.75,5,0.625,1,1,2,1,2,WF02;WF04;WF05;WF06;WF07;WF08,WF04;WF05;WF06;WF07;WF08
114,x(n-2)^1 |x(n-4)|^6,"X=2;Xconj=zeros(1,0);Xenv=[4 4 4 4 4 4]",7,4,6,0.75,5,0.625,0,2,2,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF05;WF08
41,x(n)^1 |x(n-1)|^7,"X=0;Xconj=zeros(1,0);Xenv=[1 1 1 1 1 1 1]",8,1,6,0.75,5,0.625,0,1,3,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF05;WF08
29,x(n)^1 |x(n-1)|^8,"X=0;Xconj=zeros(1,0);Xenv=[1 1 1 1 1 1 1 1]",9,1,6,0.75,5,0.625,2,1,1,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF05;WF08
97,x(n-1)^1 x(n-3)^1 x*(n)^1 |x(n)|^6,"X=[1 3];Xconj=0;Xenv=[0 0 0 0 0 0]",9,3,6,0.75,5,0.625,0,4,0,1,2,WF02;WF04;WF05;WF06;WF07;WF08,WF02;WF04;WF06;WF07;WF08
40,x(n)^1 |x(n-1)|^9,"X=0;Xconj=zeros(1,0);Xenv=[1 1 1 1 1 1 1 1 1]",10,1,6,0.75,5,0.625,2,1,1,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF05;WF08
245,x(n-6)^1 |x(n-7)|^9,"X=6;Xconj=zeros(1,0);Xenv=[7 7 7 7 7 7 7 7 7]",10,7,6,0.75,5,0.625,1,3,0,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF05;WF07;WF08
18,x(n)^1 |x(n-1)|^10,"X=0;Xconj=zeros(1,0);Xenv=[1 1 1 1 1 1 1 1 1 1]",11,1,6,0.75,5,0.625,3,1,0,1,2,WF01;WF02;WF04;WF05;WF07;WF08,WF01;WF02;WF04;WF05;WF08
52,x(n-1)^1 x(n-3)^1 x*(n)^1 |x(n)|^8,"X=[1 3];Xconj=0;Xenv=[0 0 0 0 0 0 0 0]",11,3,6,0.75,5,0.625,0,4,0,1,2,WF01;WF02;WF04;WF05;WF07;WF08,WF01;WF02;WF04;WF07;WF08
230,x(n-2)^1 |x(n-3)|^10,"X=2;Xconj=zeros(1,0);Xenv=[3 3 3 3 3 3 3 3 3 3]",11,3,6,0.75,5,0.625,0,1,3,1,2,WF02;WF04;WF05;WF06;WF07;WF08,WF04;WF05;WF06;WF07;WF08
281,x(n)^1 x(n-3)^1 x*(n-1)^1 |x(n)|^8,"X=[0 3];Xconj=1;Xenv=[0 0 0 0 0 0 0 0]",11,3,6,0.75,5,0.625,0,1,3,1,2,WF01;WF02;WF04;WF05;WF07;WF08,WF01;WF04;WF05;WF07;WF08
159,x(n-5)^1 |x(n-4)|^11,"X=5;Xconj=zeros(1,0);Xenv=[4 4 4 4 4 4 4 4 4 4 4]",12,5,6,0.75,5,0.625,0,1,3,1,2,WF01;WF02;WF04;WF05;WF07;WF08,WF01;WF02;WF05;WF07;WF08
184,x(n-5)^1 |x(n-3)|^11,"X=5;Xconj=zeros(1,0);Xenv=[3 3 3 3 3 3 3 3 3 3 3]",12,5,6,0.75,5,0.625,0,4,0,1,2,WF02;WF04;WF05;WF06;WF07;WF08,WF02;WF04;WF05;WF06;WF08
255,x(n-6)^1 |x(n-6)|^11,"X=6;Xconj=zeros(1,0);Xenv=[6 6 6 6 6 6 6 6 6 6 6]",12,6,6,0.75,5,0.625,1,3,0,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF04;WF07;WF08
111,x(n-2)^1 |x(n-3)|^12,"X=2;Xconj=zeros(1,0);Xenv=[3 3 3 3 3 3 3 3 3 3 3 3]",13,3,6,0.75,5,0.625,0,2,2,1,2,WF02;WF04;WF05;WF06;WF07;WF08,WF02;WF05;WF06;WF07;WF08
124,x(n-5)^1 |x(n-4)|^12,"X=5;Xconj=zeros(1,0);Xenv=[4 4 4 4 4 4 4 4 4 4 4 4]",13,5,6,0.75,5,0.625,3,1,0,1,2,WF01;WF02;WF04;WF05;WF07;WF08,WF01;WF02;WF05;WF07;WF08
242,x(n-5)^1 |x(n-7)|^12,"X=5;Xconj=zeros(1,0);Xenv=[7 7 7 7 7 7 7 7 7 7 7 7]",13,7,6,0.75,5,0.625,1,3,0,1,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF05;WF07;WF08
253,x(n-1)^1 |x(n-3)|^2,"X=1;Xconj=zeros(1,0);Xenv=[3 3]",3,3,6,0.75,4,0.5,1,2,0,2,2,WF02;WF03;WF04;WF05;WF06;WF08,WF02;WF03;WF06;WF08
160,x(n-3)^2 x*(n-4)^1 |x(n-4)|^2,"X=[3 3];Xconj=4;Xenv=[4 4]",5,4,6,0.75,4,0.5,0,2,1,2,2,WF03;WF04;WF05;WF06;WF07;WF08,WF03;WF04;WF06;WF08
9,x(n-3)^1 x(n-5)^1 x*(n-4)^1 |x(n-5)|^2,"X=[3 5];Xconj=4;Xenv=[5 5]",5,5,6,0.75,4,0.5,0,2,1,2,2,WF03;WF04;WF05;WF06;WF07;WF08,WF03;WF04;WF07;WF08
12,x(n)^2 x*(n-2)^1 |x(n)|^6,"X=[0 0];Xconj=2;Xenv=[0 0 0 0 0 0]",9,2,6,0.75,4,0.5,0,3,0,2,2,WF03;WF04;WF05;WF06;WF07;WF08,WF03;WF04;WF06;WF08
231,x(n-2)^1 |x(n-3)|^9,"X=2;Xconj=zeros(1,0);Xenv=[3 3 3 3 3 3 3 3 3]",10,3,6,0.75,4,0.5,0,1,2,2,2,WF02;WF04;WF05;WF06;WF07;WF08,WF04;WF05;WF06;WF08
273,x(n)^3 x*(n-1)^1 x*(n-2)^1 |x(n)|^6,"X=[0 0 0];Xconj=[1 2];Xenv=[0 0 0 0 0 0]",11,2,6,0.75,4,0.5,0,3,0,2,2,WF02;WF03;WF04;WF05;WF07;WF08,WF02;WF03;WF05;WF08
125,x(n-2)^1 |x(n-3)|^11,"X=2;Xconj=zeros(1,0);Xenv=[3 3 3 3 3 3 3 3 3 3 3]",12,3,6,0.75,4,0.5,1,1,1,2,2,WF02;WF04;WF05;WF06;WF07;WF08,WF05;WF06;WF07;WF08
181,x(n-2)^1 x(n-4)^1 x*(n-3)^1 |x(n-4)|^2,"X=[2 4];Xconj=3;Xenv=[4 4]",5,4,6,0.75,3,0.375,1,1,0,3,2,WF03;WF04;WF05;WF06;WF07;WF08,WF03;WF07;WF08
